title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
Rain's Head,Reading,,11,2024-35-06,"雨の首,Ame no Kubi",https://myanimelist.net/manga/161234,https://anilist.co/manga/168723,
"Bannou ""Murazukuri"" Cheat de Otegaru Slow Life: Mura desu ga Nani ka?",Reading,,2.1,2024-03-03,"万能「村づくり」チートでお手軽スローライフ　～村ですが何か？～,Amazing Village Building,The Amazing Village Creator: Slow Living with the Village Building Cheat Skill,El Caballero Virgen Lord de la Frontera,Slow Living With the Village Building Cheat Skill,The Amazing Village Creator",https://myanimelist.net/manga/154394,https://anilist.co/manga/141343,https://www.mangaupdates.com/series/tsjn5lj
Reincarnation Coliseum: The Weakest Skill Conquers the Strongest Women and Creates a Harem,Reading,,25,2025-49-19,"Tensei Coliseum ~Saijaku Skill de Saikyo no Onna-tachi wo Koryaku Shite Dorei Harem Tsukurimasu~,전생 콜로세움 ～최약 스킬로 최강의 여자들을 공략해 노예 할렘 만듭니다～,転コロ,TenColi,ReColi,Reincarnation Colosseum - Using the Weakest Skills in Order to Defeat the Strongest Women and Create a Slave Harem,転生コロシアム～最弱スキルで最強の女たちを攻略して奴隷ハーレム作ります～,Coliseo de Reencarnación - Utilizar las Habilidades Más Débiles para Atacar a las Mujeres Más Fuertes y Crear un Harén de Esclavas,Reinkarnasi Colosseum - Menggunakan Keterampilan Terlemah untuk Mengalahkan Wanita Terkuat dan Membuat Harem Budak,轉生競技場～用最弱技能擊敗最強的女人們打造奴隸後宮～,转生奴隶角斗场,Reincarnation Coliseum: The Weakest Skill Conquers the Strongest Women and Creates a Harem,ทาสรักสังเวียนเถื่อน,전생 콜로세움,Tensei Colosseum - Saijaku Skill de Saikyou no Onna-tachi o Kouryaku shite Dorei Harem Tsukurimasu",https://myanimelist.net/manga/152415,https://anilist.co/manga/152284,https://www.mangaupdates.com/series/s5x7u47
My Apprentice Is Actually the Empress,Reading,,,2023-53-29,"我的徒弟居然是女帝,Wo De Tudi Juran Shi Nvdi,Wǒ De Túdì Jūrán Shì Nǚdì,Đồ Đệ Của Ta Là Nữ Đế",,,https://www.mangaupdates.com/series/pwuso6z
Shino to Ren,Reading,,,2023-54-29,"志乃と恋,Shino and Ren,시노와 렌,Сино и Рэн",https://myanimelist.net/manga/162647,https://anilist.co/manga/169254,https://www.mangaupdates.com/series/4k0ug51
Tokedase! Mizore-chan,Reading,,,2023-01-29,"Melt Away! Mizore-chan,Tuyết nữ Mizore,Растай, Мидзорэ-тян!,とけだせ! みぞれちゃん,녹아내려라! 미조레 쨩,融化吧！小霙",https://myanimelist.net/manga/117982,https://anilist.co/manga/105430,https://www.mangaupdates.com/series/151638
Inukai-san wa Kakure Dekiai Joushi,Reading,,,2023-03-29,"犬飼さんは隠れ溺愛上司,犬飼さんは隠れ溺愛上司 ※今夜だけは「好き」を我慢できません！,犬飼先生藏不住爱,犬饲先生藏不住爱,Inukai-san wa Kakure Dekiai Joushi: Konya dake wa ""Suki"" wo Gaman Dekimasen!,Inukai-san wa Kakure Dekiai Joushi - Konya Dake wa ""Suki"" wo Gaman Dekimasen!,이누카이 씨는 오늘 밤 참지 않아!",https://myanimelist.net/manga/165930,https://anilist.co/manga/150974,https://www.mangaupdates.com/series/194611
Kimi no Love wo Misetekure!,Reading,,,2023-01-25,"Show Me Your Love!,Hãy cho tôi thấy tình yêu của cậu,Kimi no Rabu o Misetekure!,君のラブを見せてくれ！,向我展露你的愛,Xiàng wǒ zhǎnlù nǐ de ài,Kimi no Love o Misetekure!,Show Me Your Love! (Rimukoro)",https://myanimelist.net/manga/158548,https://anilist.co/manga/163644,https://www.mangaupdates.com/series/xs77pfh
Tonikaku Kawaii,Reading,,,2023-57-28,"Унеси меня на Луну,トニカクカワイイ,总之就是非常可爱,어쩄든 귀여워,Tonikaku Cawaii,TONIKAWA: Over The Moon For You,Cute Anyways,Fly Me to The Moon,Fly Me to the Moon (HATA Kenjiro),Fly Me to the Moon - Tóm Lại Là Em Dễ Thương, Được Chưa?,طير بي إلى القمر,จะยังไงภรรยาของผมก็น่ารัก,아무튼 귀여워,Над луной для тебя,Унеси меня на луну",https://myanimelist.net/manga/112589,https://anilist.co/manga/101177,https://www.mangaupdates.com/series/147154
"Tsuma, Shougakusei ni Naru.",Reading,,,2023-21-28,"Mi esposa volvió a la escuela primaria,Si mi esposa renaciera como una estudiante de primaria,妻、小学生になる。,아내, 초등학생이 되다.,Istriku Menjadi Anak SD,If my wife become an elementary school student.,妻小,TsumaShou,TsumaSho,Ma femme s'est réincarnée en écolière,Tsuma, Shougakusei ni naru.,If My Wife Became an Elementary School Student.,My Wife Became An Elementary School Student.,Vợ tôi là Học sinh Tiểu Học,Если бы моя жена стала младшеклассницей,My Wife Became an Elementary School Student,My Wife turned into an Elementary Schooler,If My Wife Became an Elementary School Student",https://myanimelist.net/manga/121553,https://anilist.co/manga/109047,https://www.mangaupdates.com/series/149706
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi",Reading,,,2023-40-29,"経験済みなキミと、 経験ゼロなオレが、 お付き合いする話,หนุ่มซิงกับสาวฮอต เดตนี้จะรอดมั้ยนะ,Искушённая ты и незрелый я,,История знакомства опытной тебя и неопытного меня,Keiken Zumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi,You Were Experienced, I Was Not: Our Dating Story,경험 많은 너와 경험 없는 내가 사귀게 된 이야기.,Kimizero,キミゼロ,หนุ่มซิงกับสาวฮ็อต เดตนี้จะรอดมั้ยนะ",https://myanimelist.net/manga/144451,https://anilist.co/manga/144718,https://www.mangaupdates.com/series/196933
Sagishi to Keisatsukan no Rennai Kyori,Reading,,,2023-16-31,"The Love Gap Between a Con Man and a Policewoman,詐欺師と警察官の恋愛距離,Khoảng cách tình yêu giữa chàng lừa đảo và nàng cảnh sát,Distance Love Between a Con Man & a Police Officer",https://myanimelist.net/manga/162507,https://anilist.co/manga/162841,https://www.mangaupdates.com/series/kmdjzfm
Yuusha ni Zenbu Ubawareta Ore wa Yuusha no Hahaoya to Party o Kumimashita!,Reading,,6.5,2023-06-28,"Pahlawan Mengambil Segalanya Dariku, Jadi Aku Menikahi Ibunya!,勇者に全部奪われた俺は勇者の母親とパーティを組みました！,被勇者奪取全部的我，和勇者的母親組成了隊伍！,被勇者踢出队伍的我，最后和他们的妈妈组队了！,Kahraman Her Şeyimi Elimden Çaldı, Ben de Annesiyle Parti Yaptım!,I Was Fired From The Hero's Party, So I Fucked their Mothers!,Betrayed by the Hero, I Formed a MILF Party with His Mom!,Sau Khi Bị Dũng Sĩ Cướp Đi Mọi Thứ, Tôi Đã Lập Tổ Đội Cùng Với Mẹ Của Dũng Sĩ!,The Hero Took Everything from Me, So I Partied with the Hero's Mother!,Я одружився з матір'ю героя, який забрав у мене все!,Yuuhaha,Я ОДРУЖИВСЯ З МАТІР'Ю ЯКИМИ ГЕРОЯ ЯКИЙ ЗАБРАВ У МЕНЕ ВСЕ,被勇者踢出队伍的我，最后和他们的妈妈组队了,被勇者踢出隊伍的我，最後和他們的媽媽組隊了,용사에게 전부 빼앗긴 나는 용사의 모친과 파티를 맺었습니다!,Yuusha ni Zenbu Ubawareta Ore wa Yuusha no Hahaoya to Party wo Kumimashita!",https://myanimelist.net/manga/154528,https://anilist.co/manga/159187,https://www.mangaupdates.com/series/ibg136z
Ore wa Seikan Kokka no Akutoku Ryoshu,Reading,,,2023-39-02,"俺は星間国家の悪徳領主,I'm the Evil Lord of an Intergalactic Empire!,Eu sou o Lorde Vilão da Nação Interestelar,Ta Là Chúa Tể Của Đế Chế Liên Ngân Hà,Ore wa Seikan Kokka no Akutoku Ryoshu,Aku adalah Penguasa Jahat dari Kekaisaran Antargalaksi!,Ore wa Seikan Kokka no Akutoku Ryoushu!,俺は星間国家の悪徳領主!,我在星际国家当恶徳领主!,OreAku, Ore wa Seikan Kokka no Akutoku Ryoushu!,I am the Villainous Lord of the Interstellar Nation",https://myanimelist.net/manga/142425,https://anilist.co/manga/139699,https://www.mangaupdates.com/series/182704
"Moto Ansatsusha, Tensei Shite Kizoku no Reijou ni Narimashita",Reading,,10.1,2023-31-27,"元暗殺者、転生して貴族の令嬢になりました,元暗殺者、転生して貴族の令嬢になりました。,A Former Assassin Was Reborn as a Blue-Blooded Daughter,Moto Ansatsusha, Tensei shita Kizoku no Reijou ni narimashita.,A Former Assassin Was Reborn as a Noble's Daughter",https://myanimelist.net/manga/158638,https://anilist.co/manga/165143,https://www.mangaupdates.com/series/c02jucr
Atsumare! Fushigi Kenkyu-bu,Reading,,379,2024-17-30,"Все сюда! Таинственный клуб исследований,あつまれ！ふしぎ研究部,聚集！不可思議研究部,聚集！不可思议研究部,Gizemli Araştırma Kulübü, Toplan!,Reúnam-se! Clube de Pesquisas Misteriosas,모여라! 불가사의 연구부,Assemble! Mysterious Research Club,¡Reúnanse! Club de Investigaciones Misteriosas,Atsumare! Fushigi Kenkyuubu,Tập Hợp! Câu Lạc Bộ Nghiên Cứu Những Điều Thần Bí,AFKb,Reúnanse! Club de Investigaciones Misteriosas",https://myanimelist.net/manga/101089,https://anilist.co/manga/98625,https://www.mangaupdates.com/series/136038
The Constellations Are My Disciples,Reading,,75,2025-40-26,"성좌들이 내 제자,Les Saints sont mes Disciples,Meus Discípulos são Constelações,ลูกศิษย์ข้าเป็นกลุ่มดาว,圣座们是我的弟子,聖座都是我徒弟,星座たちが俺の教え子,Chòm Sao Là Đệ Tử Của Tôi",https://myanimelist.net/manga/156892,https://anilist.co/manga/163448,https://www.mangaupdates.com/series/4v7jbit
Pick Me Up,Reading,,,2025-36-31,"Pick Me Up, Infinite Gacha,픽 미 업!,Pick Me Up!,PICK ME UP～低レア★英雄の成り上がり～,ピックミーアップ！低レア英雄の成り上がり,Pick Me up!! Tei Rea Eiyū No Nariagari,Gacha infinito,Pick me up, Gacha Infinito,Me Escolhe!,レア度★1の英雄として生き残る方法~PICK ME UP~,Pick Me Up !,PICK ME UP～低レア英雄の成り上がり～",https://myanimelist.net/manga/154587,https://anilist.co/manga/159441,https://www.mangaupdates.com/series/r4ksmo5
"Honobono Isekai Tensei Days ~Level Counterstop, Item Mochikoshi! Watashi wa Saikyou Youjo Desu~",Reading,,11,2024-48-27,"ほのぼの異世界転生デイズ ~レベルカンスト、アイテム持ち越し! 私は最強幼女です~,ほのぼの異世界転生デイズ～レベルカンスト、アイテム持ち越し！ 私は最強幼女です～,Honobono Isekai Tensei Days - Level Count, Item Mochi Goshi! Watashi wa Saikyou Youjo Desu,Heartwarming Isekai Reincarnation Days: Level Max, Item Carryover! I'm the Strongest Little Girl",https://myanimelist.net/manga/158748,https://anilist.co/manga/142691,https://www.mangaupdates.com/series/177082
Katabutsu-kei Joshi ni Kokuhaku shitemita,Reading,,25,2025-27-24,"カタブツ系女子に告白してみた,Katabutsu-kei Joshi ni Kokuhaku shitemita,I Tried Confessing My Love to a Serious Girl",,,https://www.mangaupdates.com/series/j8wi2go
My Wife Can See The Future,Reading,,,2023-29-12,"未来が視える奥さん,Mirai ga mi eru okusan,Vợ tôi thấy trước tương lai,Minha esposa pode ver o futuro",,,
Tabun Kanojo wa Datsuzei Shiteru,Reading,,,2023-54-02,"This Girl Is Probably Committing Tax Evasion,たぶん彼女は脱税してる",https://myanimelist.net/manga/164639,https://anilist.co/manga/171151,https://www.mangaupdates.com/series/alq8ppf
Tensai Majo no Maryoku Kare,Reading,,,2023-01-02,"天才魔女の魔力枯れ,A Bruxa gênia perdeu seu MP,Nàng Phù Thủy Thiên Tài Hết Mana Rồi!,The Genius Witch Lost MP.,The Genius Witch Lost MP",https://myanimelist.net/manga/155984,https://anilist.co/manga/159488,https://www.mangaupdates.com/series/v9yzoi2
"Teihen Boukensha Dakedo Mahou wo Kiwamete Miru Koto ni Shita ~Munou Skill kara Kami Skill ni Shinka Shita ""Mahou Souzou"" to ""Item Sakusei"" de Musou Suru~",Reading,,,2024-41-12,"底辺冒険者だけど魔法を極めてみることにした ～無能スキルから神スキルに進化した【魔法創造】と【アイテム作成】で無双する～,I'm a Low Rank Adventurer, but I Decided to Excel in Magic: I'm Going to Use My ""Magic Creation"" and ""Item Creation,"" Which Are Godly Skills That Were Once Useless, to Become Unmatched,I'm a Low Rank Adventurer, but I Decided to Excel in Magic ~I'm Going to Use My ""Magic Creation"" and ""Item Creation,"" Which Are Godly Skills That Were Once Useless, and Become Outmatched~,I'm a Low Rank Adventurer, but I Decided to Excel in Magic ~I'm Going to Use My ""Magic Creation"" and ""Item Creation,"" Which Are Godly Skills That Were Once Useless, and Become Unmatched~,底辺冒険者だけど魔法を極めてみることにした,底辺冒険者だけど魔法を極めてみることにした　～無能スキルから神スキルに進化した【魔法創造】と【アイテム作成】で無双する～,Teihen Boukensha Dakedo Mahou wo Kiwamete Miru Koto ni Shita: Munou Skill kara Kami Skill ni Shinka Shita ""Mahou Souzou"" to ""Item Sakusei"" de Musou Suru",https://myanimelist.net/manga/143417,https://anilist.co/manga/142847,https://www.mangaupdates.com/series/jcurpnl
The Secret of the Girl Who Refuses to Stay the Night.,Reading,,,2024-46-12,"お泊まり断固拒否の彼女のひみつ,Otomari Danko Kyohi no Kanojo no Himitsu,The Secret of the Girlfriend Who Firmly Refuses to Sleepover",,,
Neko no Te datte Yaku ni Tatsu,Reading,,,2023-40-07,"猫の手だって役に立つ,貓手也堪一用,Nekotete,Even a Cat's Paw Can Be Useful",https://myanimelist.net/manga/141226,https://anilist.co/manga/140427,https://www.mangaupdates.com/series/190356
I Stole the First Ranker’s Soul,Reading,,,2023-09-09,"Ranking 1-Wireul Yeonghonkkaji Teoreobeorim,랭킹 1위를 영혼까지 털어버림,I Stole the Number One Ranker's Soul,Robé El Alma del Ranker Número Uno,Hunter's Soul,ランキング1位を手に入れてしまった,I Stole the First Ranker's Soul,ฉันขโมยวิญญาณของแรงเกอร์อันดับ 1",https://myanimelist.net/manga/152136,https://anilist.co/manga/156477,https://www.mangaupdates.com/series/cjyeklh
Eiyuu Kyoushitsu,Reading,,3.2,2023-51-10,"Класс для героев,英雄教室,영웅교실,Hero Classroom,英雄教室,Classroom for Heroes,Class Room for Heroes,Class Room for Heroes - With the boy of a former brave",https://myanimelist.net/manga/103866,https://anilist.co/manga/100193,https://www.mangaupdates.com/series/139588
Kiraware Majo Reijou to Dansou Ouji no Kon'yaku,Reading,,7,2024-36-17,"The Engagement of the Disgraced Witch and the Cross-Dressing Princess,Hôn Ước Của Phù Thủy Bị Ruồng Bỏ Và Công Chúa Cross-dressing,El compromiso de la bruja deshonrada y la princesa travestida,Cuộc đính hôn giữa Nàng phù thủy bị ghét bỏ và Cô công chúa giả nam,嫌われ魔女令嬢と男装皇子の婚約,การหมั้นหมายของยัยเจ้าหญิงแต่งชายกับคุณหนูแม่มดผู้ถูกชิงชัง,万人厌的魔女大小姐与男装皇子的婚约,萬人厭的魔女大小姐與男裝皇子的婚約,Wàn rén yàn de mónǚ dà-xiǎojiě yǔ nánzhuāng huángzǐ de hūnyuē,Помолвка презираемой ведьмы и переодетой принцессы,미움받는 마녀 영애와 남장 황자의 약혼",https://myanimelist.net/manga/159193,https://anilist.co/manga/165204,https://www.mangaupdates.com/series/lvmqrh9
